Emotion,Text
Anger,ch?y hi?n quá mòa ... sao ch?c ch? ?iên v?y ... ?? má t?i bây ..
Disgust,"m? ch?a hnao ?i làm v? s? vãi nh? hôm nay ?? ch?p c? nh?ng nh?ng 2 bên ???ng v?i tr??c m?t , kinh vãi"
Disgust,"thân hình c?a con ng??i , nh?ng ??u óc là con c?c , nên ?éo bi?t nói gì thành ph?n này"
Other,"nghe ???c ?ó , ?nh h??ng t?i môi tr??ng là ph?i c?m"
Sadness,không lau s?ch v? bà ch? m?ng thì sao . nhi?u ng??i h? kinh l?m . tr??c m? minh ?i làm cho nhà 5 t?ng . h? ch? ? 3 t?ng còn 2 t?ng b? không . mà ngày nào c?ng ph?i lau h?t
Disgust,cô ?y b?o : ??i nh? lol ??
Enjoyment,c?m ?n mày ?ã khai phá cho tao thêm m?t nét v?n hoá ??p :))
Enjoyment,best gái ngành hôm nay ??t hàng
Sadness,?ã g?p ???c em ?úng lúc . nh?ng l?i không ph?i th?i ?i?m em mu?n ....
Anger,th?ng kh?n n?n
Enjoyment,cám ?n m?y ch? nhi?u nhi?u nhé ??
Disgust,?n ? nh? nào mà t?i b? con ngáo nó lùa ? =)))))
Disgust,"chúng nó x?o lol v?y thôi ch? lên ??i h?c chúng nó d?p nhau nh? gà , ??y là tao nghe b?n nó nói th? ch? có h?c ??i h?c ?éo ?âu mà bi?t ??"
Other,per nh? quá tr?i nh? luôn nè
Enjoyment,per hãy c? v?ng tâm t?p ?i?u ?? r?i s? có thôi
Disgust,n?a ?êm r?i ??ng hò hét v?y mà không b? ch?i là sao ta
Disgust,h?ng c? m?t th? h? ??
Other,1 n? l?c l?n thay ??i valentine ... sang n?m tao m?c võng .
Enjoyment,thôi ch?t haha ...
Enjoyment,per tìm ông bán xoài này ngay cho em ??????
Enjoyment,c?ng quá
Other,em nó ph??t theo gái c? ?êm
Anger,?éo liên quan nh?ng ?éo mày b?a nay tao ?éo ?i ?a vì con c? lol này :)
Enjoyment,nhìn ghi?n ??
Disgust,?i ???ng ghét nh?t b?n loi choi ki?u này . g?p ngay bác vô l?ng c?ng t? cho phát th? là nh? ??i th?ng loi choi .
Sadness,"tu?i th? tao g?p toàn trai bánh b?u , mít ??t . toàn là tao galang , d? dành . ôi cái cu?c ??i này per"
Other,m?y thanh niên ?i xong v? có yêu nhau không nh? ?
Enjoyment,nh? l?n n?u c?m th?n thánh này không ? per ch? là m?i ngh?ch n??c thôi mà …
Sadness,mình s?ng không ?? t?t hay sao mà v?n ch?a g?p ???c anh ng??i yêu t?t nh? này
Sadness,?úng là càng ngày càng chán . c? theo lu?t mà làm thì chán c?c k? luôn
Other,"5 n?m thì có v? h?i s?m ??, tao ch? ??c sau này có ng??i thích ???c phiêu du nh? gia ?ình ng??i ta thôi ??"
Other,li?u có b?n lâu
Sadness,t?i vì anh trót nói l?i th??ng em mà em không ?áp l?i
Sadness,thì ?úng là s? không bu?n vì th?t tình n?a :((
Other,per ? quê ve s?u kêu ch?a chúng mày
Sadness,m?t sinh v?t xinh ??p và hi?n lành . ti?c cho nó quá
Sadness,?i h?c v? th?y bán hoa ?ây ???ng mà c?m th?y t?i cho b?n có g?u ... l?i t?n ti?n
Anger,súc v?t dume
Other,per th? c?m giác m?nh
Anger,ch?i thì ch?i . mà cái gi?ng c?a anh d?n phòng nghe tr?i tai th?t .
Enjoyment,c? bà ??p lão quá c?u
Other,per có qu?o vào không em
Surprise,sao nó tìm ???c nh? ??
Enjoyment,"?úng m?t vài giay ?? nói l?i yêu th??ng , nh?ng ph?i m?t c? ??i m?i ch?ng minh ???c , cháu r?t ng??ng m? ông bà !"
Enjoyment,nó mà nh?p vi?n thì xong ??i tao . n ????
Disgust,xem qua là bi?t di?n sâu r?i . bên ngoài ch?c lao m? vào ?ánh nhau r?i ch? còn lâu m?i r?nh háng ch?i nthe
Disgust,cái cây gia công s?n xu?t kém ch?t l??ng quá :))
Other,per ch? m?t l?n thôi ??
Enjoyment,nhanh l? hi?u qu? cao ????
Other,?ây là c?nh d?n d?p trong bar hay trong hotel v?y ?
Sadness,per huhu nh?t là m?y bài không cho ch?t th? á :(
Other,"trai xinh gái ??p th?i ?ó , nhìn cái xe là bi?t giáo d?c có ?i?u ki?n r?i"
Sadness,"mình ngh? s? không bao gi? là m?t th??ng hi?u qu?c gia , là khát v?ng v? cà phê vn n?a ..."
Anger,"1 cái m?m ph?i nhét vào não 40 ??a g?n nh? thi?u n?ng c?ng ?? ch?t r?i . n?u tôi là cô ?y , tôi tát cho không tr??t phát nào"
Enjoyment,??n g?n ?o?n cu?i tao t?t âm xong vào xem bình lu?n r?i m?i tua xem l?i ?? minvolum . iq + vô c?c chu?n m? r?i
Disgust,thanh niên này c?c súc vãi
Disgust,th?y g?m
Disgust,dume c? chê ?i ??n lúc b? d?y thì l?i m?t công tr?m tr? !!!
Anger,?n cút m? mày ra ch? khác ?n nhé .
Enjoyment,sau khi ??c bài c?a mày tao c??i nhi?u quá và gãy m? hàm cái à
Enjoyment,nhìn hình ch? là tao vui l?m :))
Disgust,cái m?t th?y ghét
Other,per bao gi? mày m?i ???c nv nh?
Sadness,em xin l?i anh
Fear,"con này còn h?i h?n c? ?c b??u vàng . c?m nhanh còn k?p , ?? nó ra ngoài thì ch? có ng??i nông dân thi?t thôi"
Enjoyment,thú vui ??c bi?t vãi :v .
Fear,tao bi?t là có ? t?t g?i thông ?i?p ? ngh?a nh?ng nhìn c? s? s? l?i còn s?m ch?p :<
Disgust,t ghét c? h? nhà nó ??
Other,huhu nó b? ?iên à ?
Other,ph?i công nh?n n??c ngoài cái gì c?ng to :)
Sadness,s? ph? gi? v? ngã ?? th? lòng các ?? ?? và cái k?t ngã s?p m?t luôn ??
Disgust,m?t l? óc không b?ng chó .
Enjoyment,5 n?m n?a tao ph?i ?? ???c 3 ??a ??????
Surprise,per l?t kèo luôn à ??
Other,thanh niên quá c?ng
Sadness,lùn lùn làm sao s?ng qua n?i nh?ng chuy?n ?i phiêu l?u nh? v?y
Sadness,chân tao không ?u ? da ? i ?i ? ?i con ??? ? ng??i na ? y :((((
Sadness,có lúc ng?i m?t mình mà c?m th?y l?c lõng l?m các c?u ak
Anger,ph?i cho m?y con sán l?n này vào ??a r?i m?i m?y ông bà ??y ?n xem m?y ông bà ??y th? nào .
Enjoyment,mùa hè không nóng ?ây r?i
Anger,l? này ch?t tay b?n nó cho kh?i tr?m c?p ??
Other,b?t tr??c chuy?n t?nh trong thang máy c? mà cái này k?t có h?u :)
Disgust,vl ! ng??i ngoài hành tinh bi?t nói ti?ng anh ! b?n mày lú h?t r?i à ? cái qu?n què gì c?ng tin ???c !
Enjoyment,má nó thú d? thôi r?i ??????
Sadness,crush b? th?t hay không không quan tr?ng . t ch? s? v? tao ?ang b? thg nào ?ó g? ??t thôi . ngh? mà bu?n
Other,m?y ??a b? bón thích cái này
Anger,th?ng lol nào trong mi?ng th?
Sadness,per ?au h?n chia tay ng??i yêu n?a
Enjoyment,tôi ?ã ?úng khi ??c bình lu?n thay vì ??c bài :)
Other,hóng k? l?c ?? lông m?i dài t?i b?ng :))
Disgust,?ánh r?i liêm s? trong 1 n?t nh?c
Disgust,chu?n ..! dm mang ti?ng ???c trung ??ng mà toàn l? ghen ?n t?c ?_x?nh tí là h?i nhau ngay ..! làm v?t v? ti?n ch? th?y ?âu ..!=))))))
Surprise,n??c ngoài cái gì c?ng to k? c? sinh v?t
Surprise,ôi tao ?ã tìm ???c ng??i cùng hành tinh ?
Enjoyment,câu nói quá chu?n và ? ngh?a ??
Enjoyment,c?m ?n ?oi tình nguy?n viên nh? có các b?n mà ng??i dân b?t v?t v? h?n
Disgust,"t? cái th?i m?i b?t v? bé tí . su?t ngày b? l? gà mái b?t n?t run r?y trong góc . mình th?y t?i nghi?p nên s?n sóc t?ng tí 1 , l?i b?o kê cho nó kh?i l? gà . th? mà dume lúc l?n lúc ?éo nào c?ng kêu nh? gi?t heo , ?u?i ?ánh l? gà ch?y tán lo?n , ?è ch?t c? m?y con gà . ?ã th? thì thôi lúc vào cho nó ?n nó dí cho thì thôi r?i . v?a dí v?a m? , h?i ??y nuôi ng?ng m? c?g th?y ác m?ng b? nó ?u?i m? . tóm l?i v?a vô ?n v?a ?éo d? th??ng tí nào c?"
Sadness,l?m ?i?u cho ba má . 2 ngàn 1 ngày b? heo ??t . th?ng hàng xóm vô tr?m m?t . khóc lóc m?y ngày .
Enjoyment,c? nào anh c?ng có th? ch?u ??ng ???c vì anh yêu em
Enjoyment,ng??i ta kê bàn gh? ra ch? nh? l?i v?n n?m ??t ?? nhìn mông ng??i khác ng?i :))) pha x? l? r?t cao tayyy
Sadness,"nh?ng vi?c này , mang lên ?ây ch? gi?i quy?t ???c gì c? ."
Sadness,??n ngày sinh nh?t mà còn không nh? thì còn nói gì n?a
Enjoyment,1967 mà c? ông ??p trai phong ?? ?n m?c th?i trang quá :))
Other,c?a th?ng kia mà
Sadness,"ch?c t?i t? nh? t?i l?n mình "" man "" quá nên không g?p ???c gã nào ga l?ng d? này :("
Disgust,b?o th?ng luôn dân vi?t nam nghèo còn bày ??t . không bi?t qu? ?? ?n là gì . nói thì l?i t? ái quay ra ?ôi co .
Anger,douma ??ng trong nhà c?ng không yên cái thân
Sadness,h?ng g?p cái bu?n luôn ><
Sadness,th? nên bán hàng có tâm là ??ng bao gi? nài n? khách mua thêm vì bi?t ?âu b?n vô tình làm cho n?i ?au c?a h? tr? nên t?i t? h?n .
Enjoyment,tao nh? không nh?m hôm nay nó ??n tháng v?y là s? không b? ?âu nh?
Other,n?m ?ó mà có ???c chi?c xe kia thì c?ng không ph?i d?ng v?a r?i ??
Disgust,"per em ?i , tính ra nh? ??t mình ?i d?o trên c?u per m?y ông ?ó v?t xu?ng sông ít ra còn có não h?n m?y ??a v? này"
Sadness,nhìn hói mà th?y th??ng gê ??
Other,ngta l? ?n v?n tha ?i lúc ??u th?y êm re t?i quá ch?ng lúc sau t?c n??c v? b? ??????
Enjoyment,per nh?t ??nh ch? em mê tín mình p ?i xem phim này r?i
Sadness,?o?n phim này t?n khá nhi?u n??c m?t c?a ng??i xem
Surprise,t t??ng móc ???c m? v?n ra là h?t r?i . ai ng? còn 2 c?c ??u má chà bá
Other,li?u nó có bay n?i hay không ?.
Anger,m? mày ?ã ?ánh mày tan xác ch?a . ph?i tao thì m? tao cho nh? t? luôn r?i ??
Enjoyment,t mong nó té quá ch?i :v
Disgust,d?u hiên ngang gi?a ??t tr?i . g?p con v? ??u thì ??i c?ng xong
Other,thành ph? không nói ch? ch? 9x tr? v? m?i bi?t n?u thoii
Enjoyment,khi b?n b?t c?n vãi ??i ... làm vi?c x?u mà c?m th?y thanh th?n vãi ??
Sadness,tao kìm nén lâu qá r?i mà ???? t?c n??c v? b? thôi
Fear,"t? nhiên nh? ??n h?i bé , ?i ki?u nào c?ng b? ng?ng r??t ch?y té s?p m?t luôn , nhi?u khi ngh? s? nó dí h?n s? m? ?ánh"
Anger,mày cút
Enjoyment,phim này r?t hay .
Sadness,?ang chán ??i c?t tóc xong là chán cái m?t h?n chán ??i luôn :((
Enjoyment,may quá tao không xài huawei kkk
Surprise,ông này có võ thi?t ????
Enjoyment,"yeahh ! tao gi? ?ã là khách quen quán trà s?a ?ó r?i , v? nhà c?ng ph?i ráng t?t qua"
Disgust,ai mà ch? s? r?n ch?i ngu nh? chó v? nh? per
Other,s?m chút n?a có l? ?ã khác r?i ?úng không ?
Enjoyment,?úng là nhân tài luôn ? kh?p m?i n?i kkkk
Sadness,bà c?a tôi ?ã không còn khi tôi còn ch?a bi?t gg là gì
Sadness,"công trình 850 n?m tu?i , xây d?ng 100 n?m m?i hoàn thành ch? còn là ??ng cháy s?t v?n ."
Disgust,tao th?y có 1 th?ng dân trí th?p trong ?ám bình lu?n này r?i ??y
Sadness,b? th? l?n nào ???c :(
Other,?ây là ?? c?a per ??? h?i nua không
Enjoyment,per trông em bé yêu vãi :))
Other,khó có th? gi?i thích
Fear,dù có nói thích mày thì c?ng ??ng có tin .. xã h?i gi? nguy hi?m l?m
Other,ch?c s? ?? có c? v?a hè và ???ng :))
Other,? . t ch? quan tâm sao mày l?i m?c qu?n màu h??ng hình cô gái thôi ??
Other,sang n?m n?a vác gi??ng ra mà nhìn
Sadness,câu chuy?n l?y ?i n??c m?t c?a tao
Disgust,"ko ngon th? ?âu , không khéo nó l?i ?a c?t toe toét vào m?t í :)))"
Sadness,"ch? mãi mà không th?y , c? th?y tr?ng v?ng vãi :(("
Sadness,t th?y nó c??i hoài mà không bao gi? nó c??i v?i tao c? :((
Enjoyment,"per tôn l?p nhà mà ??o zai th? ??y , l?i toàn 6 múi n?a ch? ..."
Enjoyment,"th?i thanh xuân tôi t?ng yêu qu? nét hi?n th?c c?a ch? hi?n mai . và ?úng nh? cái tên hi?n mai c?a ch? , tên và tâm tính ??u ??p , hi?u th?o khó ai b?ng . em xin chúc bác có thêm nhi?u s?c kho? ?? ch? có ???c nhg tháng ngày h?nh phúc , ?m áp bên m? ? ."
Disgust,cái này g?i là ?u tr? ph?i không
Sadness,ph?i tao tao v?t luôn xe ??
Sadness,t??ng mai ?i h?p ph? huynh m?i b? u ám . ai ng? hôm nay m?i bi?t ?i?m anh 9 . 5 thôi ?ã u ám r?i :)
Enjoyment,ui ?áng yêu gheê
Enjoyment,s?p ???c c?ng hi?n cho t? qu?c r?i . vui quá ...
Disgust,"c?n l?i , mình ng? ?? kh?i nhìn ??????"
Other,loài dê ph?i g?i ông này b?ng c?
Other,cho em h?i phim ra t?p m?i vào nh?ng hôm nào ?
Anger,?km m?y th?ng m?t c?c ! g?p bà thì bà l?i ?á cho th?t con m? nó dái lên c? xem chúng mày có c??i mà khoe chi?n tích ???c không . ?m l? chó ch?t không ri?ng ????
Anger,nghe tên vietcombank là bao nhiêu quá kh? b?c mình ùa v?
Enjoyment,m?nh v? tay ??
Other,thu th?p m?i thông tin v? ??i t??ng .. luôn ??t trái tim vào tr?ng thái .. chi?n ??u ??
Sadness,2 th? k? m?i xây ???c v?y mà ch? trong 63 phút tiêu tan h?t :(
Sadness,??c xong tao mu?n khóc luôn
Enjoyment,th??ng vlll
Disgust,"x?p d?n không s?ch n?i , qu?n l? ng??i ta l?i nói nv làm v? sinh b?n không k? l??ng này n? r?i l?i tr? tác phong , các b?n ? th?c chút"
Surprise,não b?n này nhi?u n?p nh?n ??y
Other,t?ng sáng lên nhìn cho rõ m?t ch?
Enjoyment,"g?p ch? này ngoài ??i r?i , gi?ng nh? mà hi?n l?m nuôn ?"
Disgust,"vailon :)) h?c sinh c? , dume nó"
Sadness,nta v?y tay m?y cái c?ng ra tranh còn tao thì ??
Other,c?n th?n các góc c?a
Disgust,bình lu?n gì ông này di?n trò ngày nào ?i qua kho?ng h?n b?n gi? chi?u là g?p
Fear,"t?i nh? v?y nên b? tao không cho ?i cùng . c? b?o có n?m còn l?n c? xu?ng ru?ng , trèo lên mái nhà c?a ng??i ta ?? ?i ??"
Other,:))) m?t ngáo v?y mà còn l? l?m gì
Anger,l?a ??o s? ti?n l?n nh? v?y thì kh?i t?i c? l? chúng nó ch?
Other,nh?ng t?i qua nhà tao có m?a ?âu
Sadness,t?i lúc chia tay r?i khóc :(
Other,ch?n th?ng nào có t??ng lai h?n . t?c có b? m? giàu h?n
Fear,dm ông c?m cam cho c?n th?n vào tôi c?ng mu?n ngã m? nó r?i này
Enjoyment,tu?i tr? tài cao =)))
Sadness,per gi? th?ng gù nhà th? ch?y ?i ?âu ?ây :(
Other,n?i c?m ?i?n ch? gì .
Sadness,nh?ng ng??i em thích ??u ?i n?i ?âu r?i còn con ml bên c?nh song hành
Disgust,cái này gi? thui nhé . 1 tài li?u m?t c?a nasa mà cái kênh cùi này có ???c à ??
Disgust,ghét nh?t ki?u tôi quen ông này quen bà kia . nhìu cha có cái nón b?o hi?m không ?òi ???c b? b?t cái g?i ?i?n tho?i nh? ng??i quen . có b?n ki?u ?ó phi?n quá
Anger,gi?t ch?t l? kh?n và cái ô che cho chúng .
Sadness,"công ?n vi?c làm còn ch?a ?n ??nh , b? m? già còn ch?a lo ???c thì k?t hôn ?? làm gì ??"
Anger,nên cho ng??i x? sai ng?i tù nh? ng??i ta xem sao ....
Sadness,t?n cùng c?a tan v?
Other,ng??i yêu có th? có nhi?u nh?ng m?ng s?ng ch? có 1 ch? nh? ?
Enjoyment,"nhà tao bên c?nh phòng t?p gym , lúc tr??c bán d?ng c? th? thao ? vãi ra , n? n?n ch?ng ch?t ! t? ngày chuy?n sang làm ??i l? d?u ?n , gia ?ình tao ph?t lên trông th?y !????"
Enjoyment,per ?úng r?i mình ?ây =))
Other,sao ?úng bài mày k?t v?y ??????
Disgust,tình yêu con nít c? ?ít vào nhau ....
Anger,th? thì b?t con ph? n? ch? b?t gì th?ng ?âm . con ??y m?i là ngu?n c?a v? án
Sadness,tao còn ??c thân này :((
Disgust,ng? không phiên b?n l?i ????
Sadness,per m?i b?t ??u tu?n thánh mà chúa ?ii
Sadness,bu?n v??ng mi !!!
Enjoyment,??ng khoa lê lò d?u c?a m? nè anh ??????
Disgust,?m ch?a th?y th?ng nào ngu nh? th?ng này :))) b? ngáo c?n :))
Disgust,nát xe l?i còn ph?i ??n cho cánh c?a toa tàu n?a . d?t thì ch?t
Enjoyment,không bi?t crush có thích u?ng n??c m?m không ?? còn t?ng nàng chai nam ng? 900ml :))
Disgust,"v?n minh quá , ???ng trong s? ?? ng??i ta mà !"
Other,l?i nhu?m vàng súng ?ng r?i
Other,xu?ng ?i nó không c?n ?âu
Sadness,gia ?ình có nh?ng tình yêu không thì sao
Surprise,chúng mày gi? m?i bi?t ?i?u này ah ? =))))
Anger,t c?n g?p 1 ca nh? v?y mà chúng nó còn ch?i chét bánh kem c? . b??c vào nhìn cái phòng mà mu?n qu?ng ch?i vào m?t t?i nó
Disgust,"tí tu?i ?ã hói , ch?c ki?p tr??c ?n ? không ra gì ?ây"
Anger,thì con ?? m? mày ghi nhanh vào .
Enjoyment,"mi?n sao có ti?n ?n bánh trung thu , mua l?ng ?èn , ?i du l?ch =))))"
Sadness,v?n ? b?n v?ng
Disgust,per h?n là hôm ?i ch? bông ch?c s? có nhìu ??a gét . ??????
Enjoyment,thích th?t
Sadness,xong b?ng nhiên m?t ngày m?t hút không ?? l?i 1 h?t b?i
Enjoyment,tê tê phê phê sung s??ng vãi ??
Other,b?n này sau này s? khó b??c qua cái bóng c?a vai di?n này ??
Other,"bác nói v thì tôi c?ng xin thua , có tranh lu?n c?ng không nh? không"
Enjoyment,l?i ???c làm thêm qu? nhà n?a . ngon
Enjoyment,tu?i th? tao dùng n ?? n??ng th?n l?n ????
Disgust,lead m?i vô ngh? còn non thì tu?i lol gì ch?ng l?i lead lâu n?m
Fear,s? nh?t con qu? này trên ??i
Other,con cái nhà ai mà b? m? ch?m cho ??y ?à ngon ng?t th?
Other,per nè ch?
Enjoyment,?ang bo cu?i mà l? có v? trí ??p thì ?úng là tuy?t v?i :)))
Other,cái này là cái gì th? .
Anger,loz chúng nó là 1 ??i . ch? dám chêu ng??i l? . dm b? mày sút không tr??t phát lào
Sadness,"?ã t?ng nh?ng 10 n?m v? tr??c c? , bu?n ghê"
Other,ch? có trong truy?n thuy?t . mà khái ni?m truy?n thuy?t trong ng? v?n l?p 6 là không có th?t
Anger,nói m? ngoài ??i
Enjoyment,? ?âu c?ng có ng??i t?t nè anh kkkk
Sadness,bu?n cho 1 ??t n??c .
Sadness,ngh? mà bu?n vãi =))
Enjoyment,hello ??ng nghi?p ;)))) không bi?t nghi?p gì thôi haha
Enjoyment,"tuy?t v?i , ??c m? h?i nh? c?a tôi ?ã ???c c?u bé này th?c hi?n"
Surprise,sao mà m?t boss có th? gian ??n th? nh?
Anger,gi?n con m? mày n?a ch? gi?n :)
Other,âu k? ... anh per ?ã béo t? khi l?y v? và gi?ng nh? t?t c? các chàng troai khác :)))
Other,ch?i ngu l? ng??i ta té ch?n th??ng ??p ??u r?i ai nuôi ?????? ? vn nó xúm l?i ?ánh h?i ??ng ôm ??u mà khóc ??????
Disgust,kinh d?
Disgust,"c?ng ???c nh?ng cu?i video nhai nh? ti?ng h?n thì t?t . :""("
Enjoyment,"k?t nó ? cái câu "" ??t n??c gia lai là m?t ??t n??c giàu tài nguyên , có anh per ""??"
Enjoyment,per tao không g?i cho m?i ng??i . tao ch? ??ng lên facebook cho thiên h? bi?t thôi :)))
Other,thành công là cách tr? thù xã h?i ng?t ngào nh?t . ??ng vì h? nói mà y?u lòng
Disgust,b?i nói ?? trung nguyên cho bà th?o thì ch?c ch?n 100 % v?i cái b? óc sáng t?o cùng v?i s? lãnh ??o tài gi?i và lòng tham h?n ng??i và trí tu? ng?n h?n s? d?n d?t trung nguyên xu?ng con m? nó gi?ng luôn .
Enjoyment,mày khá là may m?n khi không h?c ti?ng hu? ??y =))
Other,per ?i làm công tình yêu c?n th?n ?n u?ng nhé
Sadness,có nh?ng ng??i ?i qua ??i bao nhiêu nh? 1 c?n gió v?y . vô tình nhìn l?i . nó l?i là quá kh? ...!
Sadness,"ngày cu?i cùng còn ? l?i , b?n thân không có b?t c? m?t c?m xúc gì , trong lòng ch? ??c m?t m?nh ph?ng l?ng ."
Sadness,???????? tao c?ng thích ki?u k? chuy?n tr??c khi ?i ng? . cho ??n khi tao ng? luôn . mà ?éo có ai h?t . bu?n ??i
Sadness,lúc t?i mày c?ng n?m m? nèo nhà mày v? . ??c gì nó là s? th?t ??
Enjoyment,nó l?i h?p lí vãi :v
Disgust,nuôi ki?u gì mà l?m ve th? kia ?
Fear,"per b?i , ?éo dám tán ai hay t? tình"
Other,coi r?i v?n mu?n coi l?i ????
Other,sao ch?a th?y ai t?i c?u nh? . l? x?y ra gì m?t ?i?n toàn t?nh sao .
Other,bình ph??c v?n là cây ch? l?c .
Fear,má h?i x?a v? ngo?i ch?i ?i ???ng b? nguyên ?àn yêu nghi?t này dí ch?y té ?ái gi? v?n s? b?n nó ??????
Sadness,nh? gia ?ình nh? nhi?u l?m … mà không ???c v? th?m
Enjoyment,"có bài hát "" cu?c ??i v?n ??p sao , tình yêu v?n ??p sao """
Disgust,per ghét cái ki?u rõ ràng là chuy?n c?a riêng 2 ng??i v?y mà …
Sadness,nh?ng kp c??i v?i mày ?âu :) ?o t??ng vãi
Sadness,m?t câu chuy?n bi ?át :((
Disgust,sao ? th?c kém th? bao nhiêu tâm s?c c?a bao ng??i mà b? phí nh? th?
Enjoyment,còn gì h?n lòng d? ?àn bà ... c?ng may tao là m?t con ?àn ông :))
Disgust,ngu thì ch?u
Sadness,tao c?ng ho tr?t m? kh?p vai mà ?éo ph?i 1 l?n ??u nhé
Enjoyment,ch? c?n s?ng th?t v?i c?m xúc .. v?i chính con ng??i b?n là h?nh phúc nh?t
Sadness,tao gi?n b?n trai tao và 5 ngày r?i nó ?éo d? tao luôn hix
Enjoyment,mày l?y s?i x?p thành tên dume khôn nh? tao này .
Sadness,chuy?n tình huy?n tho?i c?a per v?i per :(
Other,per nghe r?i ng? ?i em
Enjoyment,may là tao dán kính c??ng l?c
Anger,"khi?u n?i cái gì khi c? b?n nó bao che cho nhau làm l?n thì s? ?nh h??ng t?i b? giáo d?c cho lên chúng s? ?,"
Enjoyment,bu?n c??i vãi ?
Other,per th? thì nhà nào b?y hàng h? ra v?a hè thì mình ???c ?u?i ?úng không c? =)))
Disgust,?m th? gi?i này toàn nói th?t thì công nh?n nh?t nh?o vãi
Enjoyment,ngày bé tao b? nó dí th? là tao cho nó 1 g?y ?? hôm ?ó tao ???c ?n th?t ng?ng
Sadness,"m?t ?i m?t di s?n , ch?ng tích c?a l?ch s? ??"
Disgust,ác quá tr?i ?i
Fear,th?i x?a yêu nhau ??n ch?t v?n yêu ... th?i nay yêu không bi?t ch?t lúc nào ?? cu?c s?ng nay ?áng s? l?m ??
Sadness,th?t v?ng và áp l?c tích t? h?ng ngày v?i tao
Other,c?u m?a ... mà sao không m?a nh?
Disgust,b?n tính vãi n?i
Other,a ?y nói ?úng v?y v?a nta d?n c?ng kh? nta ch? . ph?c v? xog l?i ph?i d?n n?a
Enjoyment,per mày c?ng c?t tóc gi?ng th? ?i cho ??p =))))
Enjoyment,? t??ng hay
Enjoyment,"lúc c? bà c?m bông nh? cô gái 18 l?n ??u m?i yêuc v?y bà ng?c nhiên và h?nh phúc nhìn sâu l?ng , video ng?n nh?ng cho ng??i xem si ngh? m?i"
Enjoyment,per ? ? chân chính ch?nh lòng r?i ??
Disgust,nói th?t ch?ng hi?u th? h? bây gi? ngh? gì . ??ng t? vào là kêu này n? . ? nhà ? tr??ng có v?n ?? kêu um lên ch? sau này ra ngoài xã h?i mà ngu thì nó v? không tr??t phát nào ch? ? ?ó mà kêu . tiên trách k? h?u trách nhân
Disgust,nhi?u lúc l?m câu h?i ng? ng?n th?t
Disgust,ph?t 5tr thì ph?t làm gì ? khác nào ti?p tay truy?n bá mê tín d? ?oan ??
Disgust,con nhà h? h?ng . b? c? nhà ?i theo zai . b? nó r? b? vì ch?a m?i mò v? . gi? b?t ai gánh nuôi con . con v?i cái h? quá th? .
Surprise,?nh này tao th?y mày ??ng m?y l?n r?i ?ó admin
Enjoyment,"làm ? ?âu không quan tr?ng , quan tr?ng là ch? em mình m?i ngày g?p nhau 9 ti?ng cùng làm cùng ?n cùng ng? ch? ngoc thu hen"
Sadness,??c gì có ai ?? tao tag vào .
Enjoyment,"per h?i nh? b? ng?ng dí ri?t ám ?nh , gi? mà b? dí ch?c c?m c? quay th?y mo? nó luôn hehe"
Other,"v?y ??y , th? nên con gái m?i toàn b? l?a =)))"
Other,tao hi?u mà
Enjoyment,nhi?u khi ngh? mình không ph?i con gái mà là 1 th?ng ?àn ông chính hi?u kkkk ....
Other,chú lên thay ???c r?i ??y
Surprise,"nh? mình mà trèo lên là b? phóng ?i?n luôn b?n nh? , mình c?ng không hi?u ???c sao b?n nó không b?"
Other,ch? là mu?n thôi . ch? ch? ??i không bi?t th?i ?i?m nào thì cái s? mong mu?n ?ó m?i t?i
Disgust,bi?t gi? v?n ph?i t?o
Other,chúng tôi xin l?i và rút kinh nghi?m
Enjoyment,ch? là mu?n c?nh mà ch? có 2 ng??i . nói ?? chuy?n trên ??i d??i bi?n r?i ?i vào gi?c ng? ngon . v?y thoii
Surprise,b? phim anime ??u tiên mình xem th?y bác hói ???c buff s?c m?nh kinh vkl =)))
